"artist","firstName","gender","itemInSession","lastName","length","level","location","sessionId","song","userId"
"Modest Mouse","Layla","F","13","Griffin","259.47383","paid","Lake Havasu City-Kingman, AZ","23","The Good Times Are Killing Me","24"
"Bad Company","Layla","F","14","Griffin","246.96118","paid","Lake Havasu City-Kingman, AZ","23","Morning Sun","24"
"Five Iron Frenzy","Kate","F","10","Harrell","236.09424","paid","Lansing-East Lansing, MI","147","Canada","97"
"Bodyrox","Layla","F","16","Griffin","490.78812","paid","Lake Havasu City-Kingman, AZ","23","Yeah Yeah","24"
"Louise Attaque","Kate","F","11","Harrell","177.76281","paid","Lansing-East Lansing, MI","147","Est-ce que tu m'aimes encore ?","97"
"The Pussycat Dolls / Busta Rhymes","Kate","F","12","Harrell","272.14322","paid","Lansing-East Lansing, MI","147","Don't Cha","97"
"Thursday","Jacob","M","0","Klein","250.17424","paid","Tampa-St. Petersburg-Clearwater, FL","255","Signals Over The Air","73"
"Alberto Plaza","Layla","F","17","Griffin","291.5522","paid","Lake Havasu City-Kingman, AZ","23","Yo Te Seguire (vivo)","24"
"Amy Winehouse","Sylvie","F","1","Cruz","202.73587","free","Washington-Arlington-Alexandria, DC-VA-MD-WV","272","You Know I'm No Good","10"
"Musiq / DJ Aktive / Carol Riddick","Kate","F","13","Harrell","162.7424","paid","Lansing-East Lansing, MI","147","Soulstar","97"
"Eels","Jacob","M","1","Klein","193.27955","paid","Tampa-St. Petersburg-Clearwater, FL","255","Guest List","73"
"Dwight Yoakam","Kate","F","14","Harrell","239.3073","paid","Lansing-East Lansing, MI","147","You're The One","97"
"matchbox twenty","Layla","F","18","Griffin","225.95873","paid","Lake Havasu City-Kingman, AZ","23","3AM (LP Version)","24"
"Coldplay","Jacob","M","2","Klein","311.27465","paid","Tampa-St. Petersburg-Clearwater, FL","255","The Scientist","73"
"Scissor Sisters","Kate","F","15","Harrell","271.85587","paid","Lansing-East Lansing, MI","147","Take Your Mama","97"
"Rob Zombie","Layla","F","19","Griffin","222.9024","paid","Lake Havasu City-Kingman, AZ","23","Dragula","24"
"Rilo Kiley","Jacob","M","3","Klein","279.06567","paid","Tampa-St. Petersburg-Clearwater, FL","255","A Better Son/Daughter","73"
"Klaus Doldinger's Passport","Layla","F","20","Griffin","460.43383","paid","Lake Havasu City-Kingman, AZ","23","Fairy Tale","24"
"Christian Anders","Kate","F","16","Harrell","334.05342","paid","Lansing-East Lansing, MI","147","Nie Mehr Allein","97"
"Ashanti","Jacob","M","4","Klein","282.46159","paid","Tampa-St. Petersburg-Clearwater, FL","255","VooDoo","73"
"Placebo","Lily","F","0","Burns","324.0224","free","New York-Newark-Jersey City, NY-NJ-PA","280","Passive Aggressive","32"
"Barry Tuckwell/Academy of St Martin-in-the-Fields/Sir Neville Marriner","Kate","F","17","Harrell","277.15873","paid","Lansing-East Lansing, MI","147","Horn Concerto No. 4 in E flat K495: II. Romance (Andante cantabile)","97"
"dEUS","Jacob","M","5","Klein","299.83302","paid","Tampa-St. Petersburg-Clearwater, FL","255","Secret Hell","73"
"Two Door Cinema Club","Layla","F","21","Griffin","175.43791","paid","Lake Havasu City-Kingman, AZ","23","I Can Talk","24"
"J. Karjalainen & Mustat Lasit","Kate","F","18","Harrell","336.74404","paid","Lansing-East Lansing, MI","147","Sinisten tÃÂ¤htien alla","97"
"OneRepublic","Layla","F","22","Griffin","224.67873","paid","Lake Havasu City-Kingman, AZ","23","Secrets","24"
"The Grascals","Jacob","M","6","Klein","224.13016","paid","Tampa-St. Petersburg-Clearwater, FL","255","Where Corn Don't Grow","73"
"Enya","Layla","F","23","Griffin","212.29669","paid","Lake Havasu City-Kingman, AZ","23","Boadicea","24"
"Coldplay","Kate","F","19","Harrell","311.27465","paid","Lansing-East Lansing, MI","147","The Scientist","97"
"Vienna Teng","Jacob","M","7","Klein","204.25098","paid","Tampa-St. Petersburg-Clearwater, FL","255","The Last Snowfall","73"
"Beck","Layla","F","24","Griffin","211.1473","paid","Lake Havasu City-Kingman, AZ","23","Girl","24"
"Chuck Berry","Jacob","M","8","Klein","147.06893","paid","Tampa-St. Petersburg-Clearwater, FL","255","Roll Over Beethoven","73"
"Arkona","Kate","F","20","Harrell","326.94812","paid","Lansing-East Lansing, MI","147","Vosstanie Roda","97"
"Vampire Weekend","Layla","F","25","Griffin","243.04281","paid","Lake Havasu City-Kingman, AZ","23","The Kids Dont Stand A Chance (Album)","24"
"Creed","Jacob","M","9","Klein","295.3922","paid","Tampa-St. Petersburg-Clearwater, FL","255","My Sacrifice","73"
"Bryan Adams","Layla","F","26","Griffin","231.99302","paid","Lake Havasu City-Kingman, AZ","23","Fearless","24"
"Deerhunter","Kate","F","21","Harrell","325.17179","paid","Lansing-East Lansing, MI","147","Neither Of Us_ Uncertainly","97"
"Angels and Airwaves","Jacob","M","10","Klein","259.44771","paid","Tampa-St. Petersburg-Clearwater, FL","255","Sirens","73"
"Incubus","Layla","F","27","Griffin","168.6722","paid","Lake Havasu City-Kingman, AZ","23","I Miss You","24"
"Tab Benoit","Jacob","M","11","Klein","221.09995","paid","Tampa-St. Petersburg-Clearwater, FL","255","Jambalaya","73"
"Franz Ferdinand","Kate","F","22","Harrell","206.28853","paid","Lansing-East Lansing, MI","147","Call Me","97"
"Derek & The Dominos","Layla","F","28","Griffin","382.37995","paid","Lake Havasu City-Kingman, AZ","23","Keep On Growing","24"
"BjÃÂ¶rk","Jacob","M","12","Klein","348.57751","paid","Tampa-St. Petersburg-Clearwater, FL","255","Undo","73"
"Little Tony","Kate","F","23","Harrell","183.84934","paid","Lansing-East Lansing, MI","147","Cuore Matto","97"
"The Police","Kate","F","24","Harrell","289.85424","paid","Lansing-East Lansing, MI","147","So Lonely","97"
"Mariza","Layla","F","29","Griffin","208.77016","paid","Lake Havasu City-Kingman, AZ","23","Loucura","24"
"Say Anything","Jacob","M","13","Klein","208.77016","paid","Tampa-St. Petersburg-Clearwater, FL","255","Walk Through Hell (featuring Max Bemis Acoustic Exclusive)","73"
"Yung Berg","Layla","F","30","Griffin","230.63465","paid","Lake Havasu City-Kingman, AZ","23","Do That There (featuring Dude 'N Nem)","24"
"Supertramp","Kate","F","25","Harrell","273.18812","paid","Lansing-East Lansing, MI","147","Bloody Well Right","97"
"Framing Hanley","Jacob","M","14","Klein","230.08608","paid","Tampa-St. Petersburg-Clearwater, FL","255","Alone In This Bed (Capeside)","73"
"BjÃÂ¶rk","Layla","F","31","Griffin","348.57751","paid","Lake Havasu City-Kingman, AZ","23","Undo","24"
"Wilson Simonal","Kate","F","26","Harrell","146.75546","paid","Lansing-East Lansing, MI","147","Tudo De VocÃÂª","97"
"Pillar","Jacob","M","15","Klein","190.9024","paid","Tampa-St. Petersburg-Clearwater, FL","255","Frontline","73"
"Streetlight Manifesto","Kate","F","27","Harrell","313.18159","paid","Lansing-East Lansing, MI","147","A Moment Of Silence (Album Version)","97"
"Kanye West / T-Pain","Jacob","M","16","Klein","207.04608","paid","Tampa-St. Petersburg-Clearwater, FL","255","Good Life","73"
"George Michael","Layla","F","32","Griffin","276.50567","paid","Lake Havasu City-Kingman, AZ","23","I Want Your Sex","24"
"Garbage","Jacob","M","17","Klein","258.7424","paid","Tampa-St. Petersburg-Clearwater, FL","255","Stupid Girl","73"
"Tom Petty And The Heartbreakers","Kate","F","28","Harrell","180.94975","paid","Lansing-East Lansing, MI","147","You're Gonna Get It (Album Version)","97"
"Max Richter","Layla","F","33","Griffin","193.38404","paid","Lake Havasu City-Kingman, AZ","23","Organum","24"
"The Winans","Kate","F","29","Harrell","385.56689","paid","Lansing-East Lansing, MI","147","Prone To Wander (Album Version)","97"
"Calle 13","Jacob","M","18","Klein","211.06893","paid","Tampa-St. Petersburg-Clearwater, FL","255","Pi-di-di-di","73"
"The Decemberists","Molly","F","0","Taylor","421.85098","free","St. Louis, MO-IL","171","I Was Meant For the Stage","35"
"Mae","Jacob","M","19","Klein","230.13832","paid","Tampa-St. Petersburg-Clearwater, FL","255","We're So Far Away","73"
"Girl Talk","Kate","F","30","Harrell","173.24363","paid","Lansing-East Lansing, MI","147","Give and Go","97"
"Helloween","Jacob","M","20","Klein","309.21098","paid","Tampa-St. Petersburg-Clearwater, FL","255","Where The Rain Grows","73"
"ATB","Molly","F","5","Taylor","248.21506","free","St. Louis, MO-IL","171","Killer","35"
"The Tangent","Kate","F","31","Harrell","270.31465","paid","Lansing-East Lansing, MI","147","After Rubycon (live)","97"
"Turing Machine","Molly","F","6","Taylor","522.762","free","St. Louis, MO-IL","171","Robotronic","35"
"Justin Timberlake","Jacob","M","21","Klein","294.86975","paid","Tampa-St. Petersburg-Clearwater, FL","255","SeÃÂ±orita","73"
"Panic At The Disco","Kate","F","32","Harrell","259.29098","paid","Lansing-East Lansing, MI","147","Behind The Sea [Live In Chicago]","97"
"Me First And The Gimme Gimmes","Jacob","M","22","Klein","145.78893","paid","Tampa-St. Petersburg-Clearwater, FL","255","Good Bye Earl","73"
"Will.I.Am","Kate","F","34","Harrell","236.93016","paid","Lansing-East Lansing, MI","147","Invisible","97"
"Usher","Jacob","M","23","Klein","224.10404","paid","Tampa-St. Petersburg-Clearwater, FL","255","Hey Daddy (Daddy's Home)","73"
"Alicia Keys","Molly","F","7","Taylor","229.0673","free","St. Louis, MO-IL","171","If I Ain't Got You","35"
"The Red Jumpsuit Apparatus","Kate","F","35","Harrell","191.84281","paid","Lansing-East Lansing, MI","147","Face Down (Album Version)","97"
"John Mayer","Jacob","M","24","Klein","201.16853","paid","Tampa-St. Petersburg-Clearwater, FL","255","Waiting On The World To Change","73"
"Florence + The Machine","Kate","F","36","Harrell","131.3171","paid","Lansing-East Lansing, MI","147","Kiss With A Fist","97"
"The Cute Lepers","Jacob","M","25","Klein","195.52608","paid","Tampa-St. Petersburg-Clearwater, FL","255","Prove It","73"
"Bruce Springsteen","Kate","F","37","Harrell","304.43057","paid","Lansing-East Lansing, MI","147","Into The Fire","97"
"Carla Bruni","Sienna","F","0","Colon","163.02975","free","Las Cruces, NM","159","Quelqu'un M'a Dit (Album Version)","81"
"Nando Reis","Jacob","M","26","Klein","245.96853","paid","Tampa-St. Petersburg-Clearwater, FL","255","RelicÃÂ¡rio","73"
"Holly Brook","Kate","F","38","Harrell","250.80118","paid","Lansing-East Lansing, MI","147","All Will Be Forgotten (Album Version)","97"
"Sun Kil Moon","Jayden","M","1","Graves","196.62322","paid","Marinette, WI-MI","231","Tiny Cities Made Of Ashes","25"
"Kid Cudi / Ratatat","Jacob","M","27","Klein","246.72608","paid","Tampa-St. Petersburg-Clearwater, FL","255","Alive (nightmare)","73"
"Panic! At The Disco","Jayden","M","2","Graves","215.92771","paid","Marinette, WI-MI","231","The Only Difference Between Martyrdom and Suicide Is Press Coverage (Tommie Sunshine Brooklyn Fire Remix)","25"
"Eminem","Kate","F","39","Harrell","251.55873","paid","Lansing-East Lansing, MI","147","Without Me","97"
"Huey Lewis & The News","Jacob","M","28","Klein","286.4322","paid","Tampa-St. Petersburg-Clearwater, FL","255","I Want A New Drug","73"
"Deana Carter","Jayden","M","3","Graves","214.5171","paid","Marinette, WI-MI","231","She's Good For You","25"
"Righteous Brothers","Kate","F","40","Harrell","168.75057","paid","Lansing-East Lansing, MI","147","Ebb Tide","97"
"12 Stones","Jayden","M","4","Graves","200.9073","paid","Marinette, WI-MI","231","Adrenaline","25"
"Randy Houser","Jacob","M","29","Klein","171.88526","paid","Tampa-St. Petersburg-Clearwater, FL","255","Boots On","73"
"The Smiths","Kate","F","41","Harrell","123.01016","paid","Lansing-East Lansing, MI","147","Girlfriend In A Coma","97"
"Eagle-Eye Cherry","Kate","F","42","Harrell","242.78159","paid","Lansing-East Lansing, MI","147","Save Tonight","97"
"Bo Hansson","Jacob","M","30","Klein","240.63955","paid","Tampa-St. Petersburg-Clearwater, FL","255","Lothlorien (2002 Digital Remaster)","73"
"Edwyn Collins","Jayden","M","5","Graves","235.91138","paid","Marinette, WI-MI","231","A Girl Like You","25"
"Jesper Kyd","Kate","F","43","Harrell","138.39628","paid","Lansing-East Lansing, MI","147","Ezio In Florence","97"
"Karen Clark Sheard","Jacob","M","31","Klein","220.81261","paid","Tampa-St. Petersburg-Clearwater, FL","255","Good","73"
"Edison Glass","Jayden","M","6","Graves","141.21751","paid","Marinette, WI-MI","231","Let Go","25"
"Coldplay","Kate","F","44","Harrell","244.68853","paid","Lansing-East Lansing, MI","147","Life In Technicolor ii","97"
"Mayday Parade","Jayden","M","7","Graves","241.10975","paid","Marinette, WI-MI","231","I Swear This Time I Mean It (Album Version)","25"
"Alejandro Sanz","Jacob","M","32","Klein","266.84036","paid","Tampa-St. Petersburg-Clearwater, FL","255","Sin que se note","73"
"LMFAO / Lil Jon","Kate","F","45","Harrell","222.17098","paid","Lansing-East Lansing, MI","147","Shots","97"
"New Buffalo","Jayden","M","8","Graves","233.58649","paid","Marinette, WI-MI","231","I've got you and you've got me - song of contentment","25"
"The New Pornographers","Jacob","M","35","Klein","272.71791","paid","Tampa-St. Petersburg-Clearwater, FL","255","Go Places","73"
"Stavento","Kate","F","46","Harrell","512.80934","paid","Lansing-East Lansing, MI","147","Outro","97"
"XTC","Jayden","M","9","Graves","152.89424","paid","Marinette, WI-MI","231","Into The Atom Age (2001 Digital Remaster)","25"
"Usher","Jacob","M","36","Klein","224.10404","paid","Tampa-St. Petersburg-Clearwater, FL","255","Hey Daddy (Daddy's Home)","73"
"Sia","Jayden","M","10","Graves","253.6224","paid","Marinette, WI-MI","231","Little Black Sandals","25"
"Train","Carlos","M","0","Carter","216.76363","free","Miami-Fort Lauderdale-West Palm Beach, FL","125","Hey_ Soul Sister","27"
"Kid Cudi / MGMT / Ratatat","Jacob","M","37","Klein","295.67955","paid","Tampa-St. Petersburg-Clearwater, FL","255","Pursuit Of Happiness (nightmare)","73"
"Smokie Norful","Jayden","M","11","Graves","170.52689","paid","Marinette, WI-MI","231","Chapter 6: Exercise That Muscle","25"
"Radiohead","Kate","F","47","Harrell","261.45914","paid","Lansing-East Lansing, MI","147","Karma Police","97"
"Old 97's","Jayden","M","13","Graves","231.28771","paid","Marinette, WI-MI","231","Victoria (LP Version)","25"
"The Dust Brothers (featuring Tyler Durden)","Jacob","M","38","Klein","211.12118","paid","Tampa-St. Petersburg-Clearwater, FL","255","This Is Your Life (featuring Tyler Durden) (Album Version)","73"
"Plastilina Mosh","Kate","F","48","Harrell","261.45914","paid","Lansing-East Lansing, MI","147","Mr. P-Mosh","97"
"Tree63","Jayden","M","14","Graves","183.84934","paid","Marinette, WI-MI","231","The Answer To The Question","25"
"The Yardbirds","Jacob","M","39","Klein","206.10567","paid","Tampa-St. Petersburg-Clearwater, FL","255","The Train Kept A Rollin'","73"
"Justice","Jayden","M","15","Graves","243.40853","paid","Marinette, WI-MI","231","TTHHEE PPAARRTTYY","25"
"Matt Redman","Jayden","M","16","Graves","298.73587","paid","Marinette, WI-MI","231","This Is How We Know","25"
"NEEDTOBREATHE","Jayden","M","1","Fox","209.8673","free","New Orleans-Metairie, LA","282","Streets Of Gold (Album Version)","101"
"Maximilian Hecker","Jacqueline","F","1","Lynch","295.60118","free","Atlanta-Sandy Springs-Roswell, GA","28","Let Me Out","29"
"KALIMBA","Jayden","M","2","Fox","279.87546","free","New Orleans-Metairie, LA","282","Tu CorazÃÂ³n lo sabe (Lat'n Party)","101"
"The All-American Rejects","Jayden","M","17","Graves","262.24281","paid","Marinette, WI-MI","231","The Wind Blows","25"
"John Prine","Jayden","M","3","Fox","185.96526","free","New Orleans-Metairie, LA","282","Aimless Love","101"
"Dead Prez","Jayden","M","18","Graves","300.17261","paid","Marinette, WI-MI","231","Hip Hop","25"
"Girl Talk","Jayden","M","4","Fox","170.73587","free","New Orleans-Metairie, LA","282","Hold up","101"
"Queens Of The Stone Age","Jayden","M","19","Graves","339.90485","paid","Marinette, WI-MI","231","Misfit Love","25"
"Miguel Calo","Jayden","M","5","Fox","171.17995","free","New Orleans-Metairie, LA","282","El Cuatrero","101"
"Foals","Jayden","M","20","Graves","368.61342","paid","Marinette, WI-MI","231","After Glow","25"
"Alison Krauss","Jayden","M","21","Graves","267.57179","paid","Marinette, WI-MI","231","I Give You To His Heart","25"
"Linkin Park","Jayden","M","23","Graves","289.90649","paid","Marinette, WI-MI","231","Shadow Of The Day (Album Version)","25"
"Vampire Weekend","Jayden","M","0","Fox","137.82159","free","New Orleans-Metairie, LA","296","A-Punk (Album)","101"
"Crystal","Jayden","M","1","Fox","251.97669","free","New Orleans-Metairie, LA","296","VÃÂNDORMADÃÂR","101"
"Plain White T S","Theodore","M","0","Smith","266.94485","free","Houston-The Woodlands-Sugar Land, TX","261","A Lonely September (Album)","52"
"Eddie Cochran","Theodore","M","1","Smith","113.68444","free","Houston-The Woodlands-Sugar Land, TX","261","Mean When I'm Mad","52"
"Justin Bieber","Austin","M","1","Rosales","214.67383","free","New York-Newark-Jersey City, NY-NJ-PA","209","One Time","12"
"Des'ree","Kaylee","F","1","Summers","246.30812","free","Phoenix-Mesa-Scottsdale, AZ","139","You Gotta Be","8"
"Mr Oizo","Kaylee","F","3","Summers","144.03873","free","Phoenix-Mesa-Scottsdale, AZ","139","Flat 55","8"
"Tamba Trio","Kaylee","F","4","Summers","177.18812","free","Phoenix-Mesa-Scottsdale, AZ","139","Quem Quiser Encontrar O Amor","8"
"The Mars Volta","Kaylee","F","5","Summers","380.42077","free","Phoenix-Mesa-Scottsdale, AZ","139","Eriatarka","8"
"Infected Mushroom","Kaylee","F","6","Summers","440.2673","free","Phoenix-Mesa-Scottsdale, AZ","139","Becoming Insane","8"
"Blue October / Imogen Heap","Kaylee","F","7","Summers","241.3971","free","Phoenix-Mesa-Scottsdale, AZ","139","Congratulations","8"
"Girl Talk","Kaylee","F","8","Summers","160.15628","free","Phoenix-Mesa-Scottsdale, AZ","139","Once again","8"
"Black Eyed Peas","Sylvie","F","0","Cruz","214.93506","free","Washington-Arlington-Alexandria, DC-VA-MD-WV","9","Pump It","10"
"Fall Out Boy","Ryan","M","1","Smith","200.72444","free","San Jose-Sunnyvale-Santa Clara, CA","169","Nobody Puts Baby In The Corner","26"
"M.I.A.","Ryan","M","2","Smith","233.7171","free","San Jose-Sunnyvale-Santa Clara, CA","169","Mango Pickle Down River (With The Wilcannia Mob)","26"
"Survivor","Jayden","M","0","Fox","245.36771","free","New Orleans-Metairie, LA","100","Eye Of The Tiger","101"
"Fu","Kevin","M","1","Arellano","280.05832","free","Harrisburg-Carlisle, PA","514","Ja I Ty","66"
"All Time Low","Maia","F","1","Burke","177.84118","free","Houston-The Woodlands-Sugar Land, TX","510","A Party Song (The Walk of Shame)","51"
"Nik & Jay","Wyatt","M","0","Scott","196.51873","free","Eureka-Arcata-Fortuna, CA","379","Pop-Pop!","9"
"Quad City DJ's","Chloe","F","0","Cuevas","451.44771","free","San Francisco-Oakland-Hayward, CA","506","C'mon N' Ride It (The Train) (LP Version)","49"
"Hoobastank","Noah","M","1","Chavez","232.17587","free","Ogden-Clearfield, UT","492","Born To Lead","94"
"Foo Fighters","Devin","M","0","Larson","271.38567","free","Tampa-St. Petersburg-Clearwater, FL","413","The Pretender","60"
"The Firesign Theatre","Devin","M","1","Larson","1087.18975","free","Tampa-St. Petersburg-Clearwater, FL","413","Side .002","60"
"Julian Lennon","Devin","M","2","Larson","210.46812","free","Tampa-St. Petersburg-Clearwater, FL","413","Too Late For Goodbyes","60"
"Kinky","Jayden","M","1","Graves","198.32118","paid","Marinette, WI-MI","442","Sister Twisted","25"
"The Early November","Jayden","M","2","Graves","250.04363","paid","Marinette, WI-MI","442","Ever So Sweet","25"
"Damien Rice","Jayden","M","3","Graves","191.39873","paid","Marinette, WI-MI","442","9 Crimes (Demo)","25"
"Jimi Hendrix","Jayden","M","4","Graves","296.88118","paid","Marinette, WI-MI","442","Crying Blue Rain","25"
"Cartola","Jayden","M","5","Graves","173.06077","paid","Marinette, WI-MI","442","Peito Vazio","25"
"Cat Stevens","Jayden","M","6","Graves","223.32036","paid","Marinette, WI-MI","442","Lady D'Arbanville","25"
"Dwight Yoakam","Jayden","M","7","Graves","239.3073","paid","Marinette, WI-MI","442","You're The One","25"
"Les MisÃÂ©rables - 10th Anniversary Concert","Jayden","M","8","Graves","109.73995","paid","Marinette, WI-MI","442","Do You Hear The People Sing?","25"
"America","Jayden","M","9","Graves","173.19138","paid","Marinette, WI-MI","442","Work To Do","25"
"Dio","Jayden","M","10","Graves","284.55138","paid","Marinette, WI-MI","442","When A Woman Cries","25"
"Dash Berlin","Jayden","M","12","Graves","470.5171","paid","Marinette, WI-MI","442","Till The Sky Falls Down","25"
"Brian Hyland","Jayden","M","13","Graves","160.13016","paid","Marinette, WI-MI","442","Sealed With A Kiss","25"
"The Black Keys","Jayden","M","14","Graves","162.55955","paid","Marinette, WI-MI","442","Your Touch","25"
"Queensryche","Jayden","M","15","Graves","199.78404","paid","Marinette, WI-MI","442","Circles (2007 Live At The Moore Theater in Seattle LP Version)","25"
"The Black Keys","Jayden","M","16","Graves","191.76444","paid","Marinette, WI-MI","442","Howlin For You","25"
"The Killers","Jayden","M","17","Graves","218.85342","paid","Marinette, WI-MI","442","This Is Your Life","25"
"Erasure","Jayden","M","18","Graves","584.25424","paid","Marinette, WI-MI","442","Fingers And Thumbs (Cold Summer's Day) (Sound Factory Remix)","25"
"Red Hot Chili Peppers","Jayden","M","19","Graves","334.65424","paid","Marinette, WI-MI","442","Snow [Hey Oh] (Album Version)","25"
"Balkan Beat Box","Jayden","M","20","Graves","352.60036","paid","Marinette, WI-MI","442","Bulgarian  Chicks","25"
"Fleet Foxes","Jayden","M","21","Graves","208.03873","paid","Marinette, WI-MI","442","Tiger Mountain Peasant Song","25"
"Damu The Fudgemunk","Jayden","M","22","Graves","76.66893","paid","Marinette, WI-MI","442","Man With Bindle [Pawt 1] (2004)","25"
"Harmonia","Stefany","F","0","White","655.77751","free","Lubbock, TX","380","Sehr kosmisch","83"
"Moloko","Jayden","M","23","Graves","593.3971","paid","Marinette, WI-MI","442","Over And Over","25"
"Richard Ashcroft","Stefany","F","1","White","236.35546","free","Lubbock, TX","380","Break The Night With Colour","83"
"Johnny Gill","Jayden","M","24","Graves","288.70485","paid","Marinette, WI-MI","442","Chemistry","25"
"Enya","Jayden","M","25","Graves","175.85587","paid","Marinette, WI-MI","442","The Sun In The Stream","25"
"Eminem","Jayden","M","26","Graves","250.8273","paid","Marinette, WI-MI","442","Mockingbird","25"
"Van Halen","Aleena","F","1","Kirby","311.61424","paid","Waterloo-Cedar Falls, IA","474","Love Walks In (Remastered Album Version)","44"
"BarlowGirl","Aleena","F","2","Kirby","274.1024","paid","Waterloo-Cedar Falls, IA","474","Never Alone (Acoustic Version)","44"
"Porcupine Tree","Aleena","F","3","Kirby","458.00444","paid","Waterloo-Cedar Falls, IA","474","Way Out of Here [Album Version]","44"
"Slash","Aleena","F","4","Kirby","278.49098","paid","Waterloo-Cedar Falls, IA","474","Beautiful Dangerous (featuring Fergie)","44"
"Lady GaGa","Aleena","F","5","Kirby","274.18077","paid","Waterloo-Cedar Falls, IA","474","Alejandro","44"
"Shout Out Louds","Kate","F","0","Harrell","231.96689","paid","Lansing-East Lansing, MI","508","Never Ever","97"
"Nick Jonas & The Administration","Aleena","F","6","Kirby","245.57669","paid","Waterloo-Cedar Falls, IA","474","Who I Am","44"
"Cibelle","Kate","F","1","Harrell","576.91383","paid","Lansing-East Lansing, MI","508","Pequenos Olhos","97"
"Joshua Radin","Aleena","F","7","Kirby","182.62159","paid","Waterloo-Cedar Falls, IA","474","The Fear You Won't Fall","44"
"Kings Of Leon","Aleena","F","8","Kirby","201.79546","paid","Waterloo-Cedar Falls, IA","474","Revelry","44"
"Spinal Tap","Aleena","F","9","Kirby","304.71791","paid","Waterloo-Cedar Falls, IA","474","Rock 'n' Roll Creation","44"
"Nine Inch Nails","Kate","F","2","Harrell","324.67546","paid","Lansing-East Lansing, MI","508","Beside You In Time","97"
"Aiden","Aleena","F","10","Kirby","238.65424","paid","Waterloo-Cedar Falls, IA","474","Breathless (Album Version)","44"
"Muse","Kate","F","3","Harrell","441.10322","paid","Lansing-East Lansing, MI","508","Citizen Erased","97"
"Wyclef Jean","Aleena","F","11","Kirby","319.97342","paid","Waterloo-Cedar Falls, IA","474","Something About Mary","44"
"Matthew Good","Aleena","F","12","Kirby","307.06893","paid","Waterloo-Cedar Falls, IA","474","She's In It for the Money","44"
"Luke Bryan","Kate","F","4","Harrell","238.28853","paid","Lansing-East Lansing, MI","508","Do I","97"
"Billy Currington","Kate","F","5","Harrell","223.7122","paid","Lansing-East Lansing, MI","508","Walk A Little Straighter","97"
"Justice","Aleena","F","13","Kirby","236.12036","paid","Waterloo-Cedar Falls, IA","474","DVNO","44"
"Sam Cooke","Kate","F","6","Harrell","122.04363","paid","Lansing-East Lansing, MI","508","Ain't Misbehavin","97"
"Guns N' Roses","Aleena","F","14","Kirby","284.05506","paid","Waterloo-Cedar Falls, IA","474","Don't Cry (Original)","44"
"DJ Shadow","Cecilia","F","0","Owens","436.24444","free","Atlanta-Sandy Springs-Roswell, GA","453","Changeling","6"
"Madonna","Kate","F","7","Harrell","241.21424","paid","Lansing-East Lansing, MI","508","American Life [Headcleanr Rock Mix]","97"
"Justin Bieber / Usher","Aleena","F","15","Kirby","222.30159","paid","Waterloo-Cedar Falls, IA","474","First Dance","44"
"Pat Benatar","Kate","F","8","Harrell","269.26975","paid","Lansing-East Lansing, MI","508","Invincible","97"
"The New Pornographers","Cecilia","F","1","Owens","173.94893","free","Atlanta-Sandy Springs-Roswell, GA","453","Falling Through Your Clothes","6"
"Subhumans","Aleena","F","16","Kirby","209.37098","paid","Waterloo-Cedar Falls, IA","474","Rain","44"
"Van Halen","Kate","F","9","Harrell","198.37342","paid","Lansing-East Lansing, MI","508","You're No Good (Album Version)","97"
"The Black Ghosts","Kate","F","10","Harrell","203.28444","paid","Lansing-East Lansing, MI","508","Anyway You Choose To Give It (Radio Edit)","97"
"The New Pornographers","Ava","F","0","Robinson","166.66077","free","New Haven-Milford, CT","430","Jackie","50"
"Slim Dusty","Ava","F","1","Robinson","198.922","free","New Haven-Milford, CT","430","Long Black Road","50"
"Muse","Ava","F","2","Robinson","346.69669","free","New Haven-Milford, CT","430","Resistance","50"
"Alliance Ethnik","Chloe","F","0","Cuevas","265.76934","free","San Francisco-Oakland-Hayward, CA","528","Creil City","49"
"The Mossie","Jacqueline","F","1","Lynch","147.19955","paid","Atlanta-Sandy Springs-Roswell, GA","486","Interlude #1 (Mama)","29"
"Anastacia","Jacqueline","F","2","Lynch","208.45669","paid","Atlanta-Sandy Springs-Roswell, GA","486","One Day In Your Life","29"
"Europe","Mohammad","M","1","Rodriguez","346.69669","free","Sacramento--Roseville--Arden-Arcade, CA","471","The Final Countdown","88"
"Renee Olstead","Chloe","F","1","Cuevas","251.74159","free","San Francisco-Oakland-Hayward, CA","528","Summertime (Album Version)","49"
"John Mayer","Jacqueline","F","3","Lynch","258.92526","paid","Atlanta-Sandy Springs-Roswell, GA","486","Good Love Is On The Way","29"
"Lone Justice","Chloe","F","2","Cuevas","273.57995","free","San Francisco-Oakland-Hayward, CA","528","Shelter","49"
"Beirut","Colm","M","0","Santana","230.19057","free","Nashville-Davidson--Murfreesboro--Franklin, TN","475","Nantes","67"
"In Flames","Jacqueline","F","4","Lynch","278.69995","paid","Atlanta-Sandy Springs-Roswell, GA","486","My sweet shadow","29"
"New Funky Generation","Chloe","F","3","Cuevas","294.03383","free","San Francisco-Oakland-Hayward, CA","528","Lubumba '98","49"
"Coldplay","Colm","M","1","Santana","268.38159","free","Nashville-Davidson--Murfreesboro--Franklin, TN","475","Yellow","67"
